{u'Name': u'NAD to DZD', u'Bid': u'7.4358', u'Ask': u'7.5755', u'Rate': u'7.5053', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NADDZD'}
{u'Name': u'MTLUAH=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLUAH'}
{u'Name': u'MTLJOD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLJOD'}
{u'Name': u'MTLAWG=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'10:26am', u'Date': u'N/A', u'id': u'MTLAWG'}
{u'Name': u'MTLSAR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLSAR'}
{u'Name': u'MTLEUR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'11:12am', u'Date': u'N/A', u'id': u'MTLEUR'}
{u'Name': u'MTLHKD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLHKD'}
{u'Name': u'MTLCHF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'6:52pm', u'Date': u'N/A', u'id': u'MTLCHF'}
{u'Name': u'MTLGIP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'3:59pm', u'Date': u'N/A', u'id': u'MTLGIP'}
{u'Name': u'MTLBYR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBYR'}
{u'Name': u'MTLALL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLALL'}
{u'Name': u'MTLMRO=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMRO'}
{u'Name': u'MTLHRK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLHRK'}
{u'Name': u'MTLDJF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLDJF'}
{u'Name': u'MTLSZL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSZL'}
{u'Name': u'MTLTHB=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLTHB'}
{u'Name': u'MTLXAF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLXAF'}
{u'Name': u'MTLBND=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBND'}
{u'Name': u'MTLISK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLISK'}
{u'Name': u'MTLUYU=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLUYU'}
{u'Name': u'MTLNIO=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:56pm', u'Date': u'N/A', u'id': u'MTLNIO'}
{u'Name': u'MTLLAK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLLAK'}
{u'Name': u'MTLSYP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSYP'}
{u'Name': u'MTLMAD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMAD'}
{u'Name': u'MTLMZN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMZN'}
{u'Name': u'MTLPHP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLPHP'}
{u'Name': u'MTLZAR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLZAR'}
{u'Name': u'MTLNPR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'12:-480pm', u'Date': u'N/A', u'id': u'MTLNPR'}
{u'Name': u'MTLZWL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLZWL'}
{u'Name': u'MTLNGN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:46pm', u'Date': u'N/A', u'id': u'MTLNGN'}
{u'Name': u'MTLCRC=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'12:-128am', u'Date': u'N/A', u'id': u'MTLCRC'}
{u'Name': u'MTLAED=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLAED'}
{u'Name': u'MTLEEK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:-528pm', u'Date': u'N/A', u'id': u'MTLEEK'}
{u'Name': u'MTLMWK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMWK'}
{u'Name': u'MTLLKR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:01am', u'Date': u'N/A', u'id': u'MTLLKR'}
{u'Name': u'MTLPKR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLPKR'}
{u'Name': u'MTLHUF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLHUF'}
{u'Name': u'MTLBMD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLBMD'}
{u'Name': u'MTLLSL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLLSL'}
{u'Name': u'MTLMNT=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'7:58pm', u'Date': u'N/A', u'id': u'MTLMNT'}
{u'Name': u'MTLAMD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'3:40pm', u'Date': u'N/A', u'id': u'MTLAMD'}
{u'Name': u'MTLUGX=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLUGX'}
{u'Name': u'MTLQAR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:54pm', u'Date': u'N/A', u'id': u'MTLQAR'}
{u'Name': u'MTLXDR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLXDR'}
{u'Name': u'MTLJMD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLJMD'}
{u'Name': u'MTLGEL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:02pm', u'Date': u'N/A', u'id': u'MTLGEL'}
{u'Name': u'MTLSHP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSHP'}
{u'Name': u'MTLAFN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLAFN'}
{u'Name': u'MTLSBD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSBD'}
{u'Name': u'MTLKPW=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLKPW'}
{u'Name': u'MTLTRY=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLTRY'}
{u'Name': u'MTLBDT=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-528pm', u'Date': u'N/A', u'id': u'MTLBDT'}
{u'Name': u'MTLYER=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLYER'}
{u'Name': u'MTLHTG=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLHTG'}
{u'Name': u'MTLXOF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLXOF'}
{u'Name': u'MTLMGA=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMGA'}
{u'Name': u'MTLANG=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLANG'}
{u'Name': u'MTLLRD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'7:58pm', u'Date': u'N/A', u'id': u'MTLLRD'}
{u'Name': u'MTLRWF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLRWF'}
{u'Name': u'MTLNOK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLNOK'}
{u'Name': u'MTLMOP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMOP'}
{u'Name': u'MTLINR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLINR'}
{u'Name': u'MTLMXN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMXN'}
{u'Name': u'MTLCZK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'3:42am', u'Date': u'N/A', u'id': u'MTLCZK'}
{u'Name': u'MTLTJS=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLTJS'}
{u'Name': u'MTLBTC=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBTC'}
{u'Name': u'MTLBTN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBTN'}
{u'Name': u'MTLCOP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCOP'}
{u'Name': u'MTLTMT=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLTMT'}
{u'Name': u'MTLMUR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMUR'}
{u'Name': u'MTLIDR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLIDR'}
{u'Name': u'MTLHNL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'-2:09am', u'Date': u'N/A', u'id': u'MTLHNL'}
{u'Name': u'MTLXPF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLXPF'}
{u'Name': u'MTLFJD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLFJD'}
{u'Name': u'MTLETB=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLETB'}
{u'Name': u'MTLPEN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLPEN'}
{u'Name': u'MTLBZD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBZD'}
{u'Name': u'MTLILS=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'2:37pm', u'Date': u'N/A', u'id': u'MTLILS'}
{u'Name': u'MTLDOP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLDOP'}
{u'Name': u'MTLTWD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLTWD'}
{u'Name': u'MTLMDL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:01am', u'Date': u'N/A', u'id': u'MTLMDL'}
{u'Name': u'MTLBSD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBSD'}
{u'Name': u'MTLSEK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSEK'}
{u'Name': u'MTLZMK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLZMK'}
{u'Name': u'MTLJEP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLJEP'}
{u'Name': u'MTLAUD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLAUD'}
{u'Name': u'MTLSRD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSRD'}
{u'Name': u'MTLCUP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCUP'}
{u'Name': u'MTLCLF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLCLF'}
{u'Name': u'MTLBBD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBBD'}
{u'Name': u'MTLKMF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLKMF'}
{u'Name': u'MTLKRW=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'-21:13am', u'Date': u'N/A', u'id': u'MTLKRW'}
{u'Name': u'MTLGMD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLGMD'}
{u'Name': u'MTLVEF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'-19:03am', u'Date': u'N/A', u'id': u'MTLVEF'}
{u'Name': u'MTLGTQ=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-443pm', u'Date': u'N/A', u'id': u'MTLGTQ'}
{u'Name': u'MTLCLP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:02pm', u'Date': u'N/A', u'id': u'MTLCLP'}
{u'Name': u'MTLZMW=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLZMW'}
{u'Name': u'MTLLTL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:-336am', u'Date': u'N/A', u'id': u'MTLLTL'}
{u'Name': u'MTLCDF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCDF'}
{u'Name': u'MTLXCD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLXCD'}
{u'Name': u'MTLKZT=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLKZT'}
{u'Name': u'MTLRUB=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLRUB'}
{u'Name': u'MTLXAG=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLXAG'}
{u'Name': u'MTLTTD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLTTD'}
{u'Name': u'MTLOMR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:-8am', u'Date': u'N/A', u'id': u'MTLOMR'}
{u'Name': u'MTLBRL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBRL'}
{u'Name': u'MTLMMK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MTLMMK'}
{u'Name': u'MTLPLN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLPLN'}
{u'Name': u'MTLPYG=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLPYG'}
{u'Name': u'MTLKES=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'3:12am', u'Date': u'N/A', u'id': u'MTLKES'}
{u'Name': u'MTLSVC=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'5:47pm', u'Date': u'N/A', u'id': u'MTLSVC'}
{u'Name': u'MTLMKD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMKD'}
{u'Name': u'MTLGBP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLGBP'}
{u'Name': u'MTLAZN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLAZN'}
{u'Name': u'MTLTOP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'9:18pm', u'Date': u'N/A', u'id': u'MTLTOP'}
{u'Name': u'MTLMVR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLMVR'}
{u'Name': u'MTLVUV=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLVUV'}
{u'Name': u'MTLGNF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MTLGNF'}
{u'Name': u'MTLWST=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLWST'}
{u'Name': u'MTLIQD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLIQD'}
{u'Name': u'MTLERN=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLERN'}
{u'Name': u'MTLBAM=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBAM'}
{u'Name': u'MTLSCR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSCR'}
{u'Name': u'MTLCAD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCAD'}
{u'Name': u'MTLCVE=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCVE'}
{u'Name': u'MTLKWD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'6:53pm', u'Date': u'N/A', u'id': u'MTLKWD'}
{u'Name': u'MTLBIF=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLBIF'}
{u'Name': u'MTLPGK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLPGK'}
{u'Name': u'MTLSOS=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSOS'}
{u'Name': u'MTLSGD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSGD'}
{u'Name': u'MTLUZS=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLUZS'}
{u'Name': u'MTLSTD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLSTD'}
{u'Name': u'MTLIRR=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MTLIRR'}
{u'Name': u'MTLCNY=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MTLCNY'}
{u'Name': u'MTLSLL=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'1:56pm', u'Date': u'N/A', u'id': u'MTLSLL'}
{u'Name': u'MTLTND=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'4:13pm', u'Date': u'N/A', u'id': u'MTLTND'}
{u'Name': u'MTLGYD=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'7:10am', u'Date': u'N/A', u'id': u'MTLGYD'}
{u'Name': u'NZD to DZD', u'Bid': u'64.3651', u'Ask': u'65.0076', u'Rate': u'64.6863', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDDZD'}
{u'Name': u'NZD to NAD', u'Bid': u'8.5979', u'Ask': u'8.6764', u'Rate': u'8.6371', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDNAD'}
{u'Name': u'NZD to GHS', u'Bid': u'2.4559', u'Ask': u'2.4641', u'Rate': u'2.46', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDGHS'}
{u'Name': u'NZD to EGP', u'Bid': u'5.4769', u'Ask': u'5.5091', u'Rate': u'5.493', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDEGP'}
{u'Name': u'NZD to BGN', u'Bid': u'1.2001', u'Ask': u'1.208', u'Rate': u'1.2041', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDBGN'}
{u'Name': u'NZD to PAB', u'Bid': u'0.7681', u'Ask': u'0.7682', u'Rate': u'0.7682', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDPAB'}
{u'Name': u'NZD to BOB', u'Bid': u'5.269', u'Ask': u'5.3469', u'Rate': u'5.308', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDBOB'}
{u'Name': u'NZD to DKK', u'Bid': u'4.6135', u'Ask': u'4.6183', u'Rate': u'4.6159', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDDKK'}
{u'Name': u'NZD to BWP', u'Bid': u'7.0948', u'Ask': u'7.1039', u'Rate': u'7.0994', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDBWP'}
{u'Name': u'NZD to LBP', u'Bid': u'1161.3369', u'Ask': u'1163.1002', u'Rate': u'1162.2185', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDLBP'}
{u'Name': u'NZD to TZS', u'Bid': u'1306.8881', u'Ask': u'1314.8256', u'Rate': u'1310.8564', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDTZS'}
{u'Name': u'NZD to VND', u'Bid': u'16294.8174', u'Ask': u'16374.8213', u'Rate': u'16334.8154', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDVND'}
{u'Name': u'NZD to AOA', u'Bid': u'76.4316', u'Ask': u'76.823', u'Rate': u'76.6273', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDAOA'}
{u'Name': u'NZD to KHR', u'Bid': u'3121.4771', u'Ask': u'3129.7688', u'Rate': u'3125.6226', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDKHR'}
{u'Name': u'NZD to MYR', u'Bid': u'2.5708', u'Ask': u'2.5726', u'Rate': u'2.5717', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDMYR'}
{u'Name': u'NZD to KYD', u'Bid': u'0.6298', u'Ask': u'0.6299', u'Rate': u'0.6299', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NZDKYD'}
